chr21	42974618	42975047	Peak_188	726	.	14.39915	72.61232	67.44043	198
chr21	41677496	41679127	Peak_197	720	.	12.03953	72.01997	66.87104	1339
chr21	37366735	37369006	Peak_285	669	.	13.00772	66.95300	61.99598	190
chr21	25734216	25736234	Peak_361	640	.	13.46999	64.03664	59.19191	1326
chr21	33324927	33325827	Peak_627	566	.	11.90641	56.67551	52.11799	252
chr21	37364839	37366579	Peak_748	543	.	12.27697	54.34814	49.88303	1285
chr21	36320204	36321215	Peak_914	517	.	11.81790	51.71867	47.35714	231
chr21	33541852	33542876	Peak_974	507	.	9.06751	50.73946	46.41503	821
chr21	41505367	41508127	Peak_1366	458	.	10.66162	45.86177	41.73032	2597
chr21	33543043	33544042	Peak_1462	447	.	8.83703	44.78706	40.69925	148
chr21	31872421	31875764	Peak_1576	437	.	13.04090	43.76534	39.71755	1592
chr21	39312587	39314919	Peak_1620	433	.	11.95434	43.36760	39.33546	798
chr21	41765260	41767122	Peak_1624	433	.	10.00353	43.33706	39.30558	1595
chr21	29298518	29300603	Peak_1626	433	.	12.84177	43.33445	39.30442	616
chr21	42009027	42010019	Peak_1722	426	.	9.20144	42.62826	38.62629	760
chr21	15121166	15122235	Peak_1981	404	.	11.86527	40.49849	36.57749	646
chr21	17512053	17514166	Peak_2147	391	.	10.02288	39.15639	35.28721	1231
chr21	15729898	15730803	Peak_2253	383	.	8.24429	38.33078	34.49194	177
chr21	46634975	46635505	Peak_2280	382	.	8.21326	38.22440	34.39166	327
chr21	41508246	41508949	Peak_2518	367	.	9.55285	36.70307	32.92739	181
chr21	42010103	42011269	Peak_2588	363	.	7.66769	36.30556	32.54808	185
chr21	46324101	46324529	Peak_2668	357	.	8.63321	35.78989	32.05036	185
chr21	38787807	38788622	Peak_2932	344	.	9.37821	34.49378	30.80490	200
chr21	39348299	39349206	Peak_2992	342	.	9.07429	34.25880	30.58078	543
chr21	33947264	33947803	Peak_3214	330	.	8.63084	33.03879	29.40418	349
chr21	45555437	45556092	Peak_3234	329	.	9.96195	32.99203	29.36110	354
chr21	45305484	45307097	Peak_3251	328	.	10.73956	32.89306	29.26541	1371
chr21	37072008	37073103	Peak_3315	326	.	7.78583	32.63543	29.01744	724
chr21	42388320	42390449	Peak_3604	315	.	10.99543	31.55253	27.98035	628
chr21	31900723	31902413	Peak_3607	315	.	9.12202	31.55023	27.97810	608
chr21	41166671	41169242	Peak_3664	313	.	8.81551	31.33079	27.76531	1254
chr21	41879112	41879847	Peak_3665	313	.	8.81551	31.33079	27.76531	387
chr21	31899103	31900606	Peak_3697	311	.	8.54050	31.15349	27.59379	1074
chr21	42975139	42976386	Peak_4185	292	.	8.44039	29.26735	25.78130	249
chr21	41679257	41679680	Peak_4384	287	.	8.02791	28.70518	25.24581	243
chr21	41582634	41584278	Peak_4447	284	.	8.52711	28.40806	24.95694	1001
chr21	44011849	44013067	Peak_4499	281	.	8.02321	28.17248	24.72951	246
chr21	46635701	46636113	Peak_4729	275	.	6.54724	27.55073	24.13642	198
chr21	42893309	42894120	Peak_4740	275	.	6.81035	27.53118	24.11811	155
chr21	29024178	29024957	Peak_4788	272	.	6.34700	27.28227	23.87622	589
chr21	41683909	41685361	Peak_4975	268	.	8.10148	26.81263	23.43025	441
chr21	37266555	37268465	Peak_4999	267	.	5.97381	26.73499	23.35550	1259
chr21	45363151	45365992	Peak_5028	265	.	9.17646	26.59523	23.21905	1323
chr21	33641948	33642304	Peak_5380	255	.	6.11193	25.57407	22.23936	161
chr21	43864269	43866073	Peak_5390	255	.	9.77160	25.52989	22.19651	989
chr21	42973735	42974222	Peak_5674	248	.	6.40974	24.86712	21.56412	315
chr21	46285789	46286909	Peak_5715	247	.	7.89206	24.74496	21.44490	679
chr21	42892476	42893115	Peak_5846	243	.	6.37953	24.33039	21.04709	429
chr21	36965954	36967262	Peak_5911	242	.	7.29501	24.22914	20.95128	267
chr21	15064002	15066655	Peak_6041	239	.	7.37082	23.94110	20.67677	1277
chr21	28992255	28992864	Peak_6148	236	.	7.43582	23.61779	20.36366	422
chr21	44339051	44339932	Peak_6309	233	.	5.22351	23.31310	20.07395	206
chr21	33478825	33479876	Peak_6519	228	.	6.62835	22.86340	19.64274	848
chr21	26169106	26170777	Peak_6560	227	.	7.10713	22.77898	19.56052	1463
chr21	43719129	43720591	Peak_6593	227	.	6.01964	22.73439	19.51760	197
